5/1/2014 18:00,34.7,29.3,18,34.7,25.3,17,11,47.7,18,35,41.6,16,19,33.4,12,32.3,30.9,18.2,17.3,19,34.1,,10,10,26.5,14.6,3,22.5,9.8,7,11,20.2,26.4,26.1,16.2,40.6
5/1/2014 19:00,15.3,7,7,16,21.5,8,8,22.7,2,22,30.8,4,9,17.4,3,16.8,23.3,16.5,8.1,4,25,,6,6,5.1,15.4,4,6.5,9.6,5,10,10.1,20.7,23.9,18.1,39.1
5/1/2014 20:00,12.4,6.2,5,5.6,9.2,7,7,13,5,9.3,13.3,6,8,4.4,4,5.7,8.6,6.1,8.6,6,4.7,,5,6,2,9.2,8,3,8.8,4,12.4,3.4,8.3,16.4,15.7,31.4
5/1/2014 21:00,11.3,3.8,4,3.1,2,5,4,11.4,2,6.8,9.3,3,5,3.6,2,4.8,5.3,4.4,2,3,10.2,,4,4,2,5,4,3.5,6.2,4,10.5,5.2,4.1,6.4,5.1,14.2
5/1/2014 22:00,9.9,2.1,2,2,2,5,2,9.6,2,3.9,8.3,2,4,2,2,2.8,3.8,2.8,2,2,7.3,,2,4,2,2.8,2,6.3,8.5,5,7.6,3.7,2,5.9,2.4,8.7
5/1/2014 23:00,8.9,2,2,2,2,6,4,11.2,2,2.9,5.7,2,6,2,2,2,2,2,2.8,3,5.5,,2,5,2,4.2,2,3.1,11.2,5,8.9,2.1,2.2,6.4,2,12.9
5/2/2014 0:00,8.9,2.6,2,2,2,7,5,11.2,4,3.7,4.1,4,8,2,4,2,2.5,2,2,5,2.9,,2,4,2,7.6,2,2,8,2,9.3,2,3.6,5.5,2,19.7
5/2/2014 1:00,9.8,4.8,3,2,2,7,5,4.4,4,5,5.4,4,7,2,4,3,4.2,2.4,2,5,4.4,,2,4,2,4.7,2,2,4.5,2,8.5,2,2,3.9,2,17.6
5/2/2014 2:00,9.9,5.1,4,2,2,8,5,4.9,4,5.7,5.7,4,8,2,4,3.8,3.8,3,2,6,4.1,,2,3,2,4.9,2,2,5.4,2,10.3,2,2,4.2,2.2,16.5
5/2/2014 3:00,9.1,3.2,3,2,2,8,6,5.5,4,,5.2,4,8,,4,3.3,3.4,2.9,2,6,3.7,,2,5,2,2,2,2,4.3,2,10.2,2,2,,2.1,17.8
5/2/2014 4:00,9.2,2.5,4,2,2,7,3,8.2,4,5.7,4.2,4,8,7.7,4,3.2,4.3,,2,5,3.6,,2,4,2,2,2,2,3,2,7.9,2,2,2.6,2,7.5
5/2/2014 5:00,9.8,2.5,4,2,2,9,5,10.8,4,5.7,4.2,5,8,6.1,4,2.7,3.7,,2,5,3.7,,2,2,2,2,2,2,2.9,2,5.6,2,2,3,2,7.5
5/2/2014 6:00,10.1,3,3,2,2,6,2,14.2,3,5,3.9,2,4,4.1,2,3.2,4.9,,2.5,4,4.3,,2,2,2,2.2,2,2,3,2,2,2,2,4.5,2,6
5/2/2014 7:00,6.8,2,4,2,2,5,2,12.6,2,3.1,3.6,2,2,2,2,2.1,3.6,,2,2,4.8,,2,2,2,2,2,2,3.2,2,2,2,2,4.1,2,6
5/2/2014 8:00,9.6,2.8,5,2.3,2,7,2,4.6,5,2,2.3,2,5,2,5,2,2,2,2,5,4.2,,2,2,2.2,2,2,2,3.2,2,2.9,2,2,2.4,2,7.9
5/2/2014 9:00,9.7,4.6,4,3.5,2,6,2,3.8,4,4,5.1,2,2,2,3,3.5,2.9,2,2,2,5.1,,2,2,3.5,2,2,2,3.1,2,4.6,2,2,2.8,3.2,6.3
5/2/2014 10:00,7.3,2.9,4,3.9,2,6,2,8.9,4,2.8,4.8,2,3,2,3,3.3,2,2,2,3,3.3,,2,2,2.5,2.4,2,2,5.4,2,9.3,2,2,2,3.9,6.2
5/2/2014 11:00,6.3,2,5,2.2,2,6,3,9,4,3.2,3.6,2,5,2,3,2.6,2,2,2,4,3.7,,2,2,2,2,2,2,6.3,2,7,2,2,2,4.2,5.5
5/2/2014 12:00,6.7,2.1,5.2,2.8,2,6.4,2.8,8.8,3.9,4.2,4.1,2,4.9,2,2.9,4.3,2,2,2,3.7,3.9,,2,2.5,2,2,2,2,4.6,2,7,2,2,2,2.9,6.2
5/2/2014 13:00,6.6,2,4.2,2.8,2,7.5,2.4,2.8,2.5,2.5,2.5,2,4,2,2,2.5,2,2,2,2.1,2.5,,2,2.7,2,2,2,2,5.6,2,6.5,2,2,2,2.6,5.6
5/2/2014 14:00,7.6,2,4,3.1,2,7,2,2.9,4,2.8,3.3,2,5,2,2,2.5,2.9,2,2.3,3,2.7,,2,2,2,2,2,2,4.7,2,2.5,2,2,2,2.2,5.8
5/2/2014 15:00,6.4,2,3.9,2.9,2,6.7,2.3,6,3.5,3.4,4.6,2,4.6,2.5,2.1,3,2.2,2,2.6,3,4.3,,2,2,2,2.5,2,2,3.3,2,2,2,2,2.1,2,5.1
5/2/2014 16:00,6.2,2,4.1,2.3,2,5.2,2,5.4,3.3,,5.1,2,4.9,3.6,2.1,2,2,2,3.4,3.1,3.3,,2,2.4,2,2,2,2,5.5,2,4,2,2,4.1,2,4.8
5/2/2014 17:00,4.5,2,2,2,2,5,2,8.2,2,2,2.2,2,2,2.1,2,2,2,2,3.1,2,2,,2,2,2,2,2,2,5.4,2,2.2,2,2,4.7,2,5.6
5/2/2014 18:00,4,2,3,2,2,4,2,9.9,2,2,3,2,3,2,2,2,2,2,2,2,2.6,,2,2,2,2,2,2,4,2,3.4,2,2,3,2,5.7
5/2/2014 19:00,5.8,2,4,2,2,3,2,5.1,2,2,,2,3,3.6,2,2,2,2,2,2,3.9,,2,2,2,2,2,2,4.4,2,2.7,2,2,2.1,2,5.5
5/2/2014 20:00,6.9,2,7,2,2,4,2,8.2,2,2,,2,3,2.9,2,2,2,2,2,2,4.5,,2,3,2,2.6,2,2,4.5,2,3.8,2,2,3.3,2,6.7
5/2/2014 21:00,6.5,2,5,2,2,4,2,4.1,2,2,,2,4,2.7,2,2.9,2,2,2,2,3.5,,2,8,2,2.5,2,2.5,6.4,2,5.6,2,2,3.3,2,6.4
5/2/2014 22:00,6.5,2,4,2,2,4,2,2,2,7.7,,2,3,3.4,2,3.4,2,2,2,2,3.6,,3,9,2,2.1,2,2.7,10.3,4,12.5,2,2,3.6,2,6.2
5/2/2014 23:00,6.5,2,3,2.5,2,7,2,6.1,2,6.3,,2,3,2.8,2,2.7,2,2,2,2,3.7,,5,6,2,3.8,2,2.8,9.5,4,8.5,2,2,3.6,2,5.5
5/3/2014 0:00,6.9,2,3,3.7,2,6,5,4.2,2,9.8,,2,4,4,3,2.7,2.9,2,2,2,3.1,,4,6,2,4.7,2,2.7,8.6,2,5.8,2,2,5.8,2,6.4
5/3/2014 1:00,6.5,6.3,3,3.6,2,8,3,6.4,3,9.4,,3,6,5.1,2,3.3,2,2,2.9,2,2.9,,3,5,2,4.4,2,8.6,8.3,2,8.4,2,,6.6,2,5.7
5/3/2014 2:00,5.9,3,4,2.9,2,8,6,7.2,2,8.3,,3,4,4.7,,2.6,3.2,3.3,2,2,2.8,,2,4,2,4.8,2,21.3,6.8,2,2.6,2,2,5.9,2,5.1
5/3/2014 3:00,,2,4,2,2,6,3,,2,7,,4,4,2.6,4,3.9,3.3,,,2,2.7,,2,2,2,,2,18.2,6.7,2,2,2,,5.3,2,6.1
5/3/2014 4:00,8,2,4,2,2,6,5,9.2,2,3,,4,4,3.7,4,5,2.9,3.3,9.4,2,2,,2,2,2,2,2,4.1,6,2,2,2,2,5.1,2,8.1
5/3/2014 5:00,8.3,2,5,2,2,9,6,13,2,4.1,,4,6,3.5,4,4.3,13.2,4.7,7.4,2,2,,2,2,2,2,2,2.8,5,2,2,2,3.2,7.7,8.6,11.9
5/3/2014 6:00,8.2,2,4,2,2,8,10,14.8,2,4.7,,4,7,4.2,4,4.3,17.9,10.6,9.1,2,2.3,,2,2,2,2,2,2,4.5,2,2,2,6.9,5.7,14.8,14.5
5/3/2014 7:00,7.2,2,4,3.7,2,9,11,11.5,5,8.1,,6,6,3.7,7,4.3,13.6,11.1,7.6,3,2.4,,3,6,2,2,2,2,4.8,2,2,2,11.1,12.7,13.6,16.4
5/3/2014 8:00,8.6,2,5,5.7,8.3,12,11,13.3,16,11.4,,8,8,6.8,9,7.3,14.4,16.4,6.3,17,2.9,,10,8,2,2,3,3.3,6,3,3,2,14.5,33.5,19.9,21.9
5/3/2014 9:00,14.1,2.2,6,9.2,14.1,11,11,16.3,21,19.5,,13,13,7.3,10,13.2,22.4,20.3,25.3,20,4.4,,19,7,7.8,2,12,9.8,10.2,3,5.1,2,21.2,43.7,31,25.3
5/3/2014 10:00,14.6,3.8,11,13.5,15.6,16,15,15.8,22,24.8,,22,20,14.2,17,13.2,22.6,21.7,15.9,21,16,,20,8,10.6,2,15,7.7,12.9,4,3.7,3.3,26.5,43.9,46,25.6
5/3/2014 11:00,16.6,5.8,16,17.1,17,21,18,24.1,22,24.6,,23,21,25.7,18,19.2,25.2,26.2,25.9,24,21.4,,21,10,8.5,2,16,14.7,13.2,7,3.7,12.2,26.9,42.6,46.7,33
5/3/2014 12:00,16.1,10.6,16,19,18.1,19,19,22.3,23,19.4,,24,23,27.7,19,19.4,33.2,29.4,31.4,25,23.1,,22,11,16.5,4.7,19,23.5,9.1,8,4.2,13.9,21.9,35.9,31,32.9
5/3/2014 13:00,17.6,12.6,15.9,21.5,19.5,19,19.4,15.5,23.3,24.2,,23.9,23.2,24.3,18.6,18.1,23,21.9,23.8,25.2,23.1,,21.5,10.6,14.6,7.9,19.3,21.2,9.1,8.1,5.2,18.5,22.2,29,24.5,31.4
5/3/2014 14:00,17.5,15.1,16.3,16,13.1,20,17.2,27.6,17.2,16.7,,15.6,16.5,18.6,17.5,17.6,17.8,15.8,10.9,16.9,15.8,,16,12,15.2,6.6,18.8,19.1,9.8,8.4,7.6,18.7,27.7,26.2,29.2,26.9
5/3/2014 15:00,14.3,7.3,10,11.1,7.8,12,11,23.8,8,14.8,,8,9,15.9,7,10.8,21.1,17.6,14.7,9,13,,8,8,8.7,5.1,6,13.5,10.2,6,8,15.3,22.8,30.2,28.9,24.3
5/3/2014 16:00,13.1,7.7,9.7,8.5,4.6,11.7,11.4,17.2,8,8.7,,8,8.8,12.3,7.2,8.3,8.8,6.9,4.4,8.8,11.2,,8.2,7.6,5.3,3.1,6,5.5,8.5,6.2,5.1,3.4,12.2,22.7,12.3,13.6
5/3/2014 17:00,12.3,4.2,6,7.4,5.3,10,6,17.2,4,9,,4,5,10.6,5,8.1,8.6,8,14.1,5,8.2,,3,2,3,2,2,6,4.8,2,2.7,4.9,8.6,12.6,10.5,12.8
5/3/2014 18:00,10.6,3.7,3,4.5,2.2,6,2,14.1,2,5.4,,2,2,5,2,4.6,7,5.3,7,2,5,,2,2,2.7,2,2,6,3.5,2,2,2.6,6.7,11.6,12.2,15.2
5/3/2014 19:00,6.9,2,3,2.7,2,3,2,8.5,2,2.5,,2,2,3.4,2,2.1,3.1,2.1,3.1,2,2,,2,2,2,2,2,2,3.3,2,2,2,3.5,6.7,7.5,7.7
5/3/2014 20:00,6.9,2,5,2,2,5,2,2,2,2,,2,2,2.9,2,2,2,2,4.6,2,2,,2,2,2,2,2,2,3.6,2,2,2,2,2.6,2.8,6.7
5/3/2014 21:00,7.8,2,3,2,2,7,2,2,3,2,,2,4,2,4,3.3,6.4,2,2,4,2,,2,2,2,2,2,2,3.6,2,2,2,2,2.2,2,5.5
5/3/2014 22:00,8.5,3.4,6,2,2,6,3,8.8,3,4,,2,2,3.4,3,2,3.4,2,2,4.2,3.7,,2,2,2,2,2,2,3.4,2,2,2,2,2.9,2,6.9
5/3/2014 23:00,7.4,2,5,2,2,5,2,10.4,2,4.5,,2,2,2.4,2,3.7,2,2.5,2,2,3,,2,2,2,2,2,2,3.2,2,2,2,2,5,2,4.8
5/4/2014 0:00,8.6,2,4,2,2,5,2,10.5,2,2.2,,2,2,2,2,3.7,2,2,2,2,2,,2,2,2,2,2,2,3.4,2,2,2,2,2.9,2,3.9
5/4/2014 1:00,9.4,2,4,2,2,6,3,10.3,2,2.4,,2,4,3.7,4,2.5,2,2,2,4,2.1,,2,2,2,2,2,2,3.1,2,2,2,2,3.1,2,4.1
5/4/2014 2:00,10.5,2.2,3,2,2,4,2,11.2,2,3.3,,2,2,2,2,2.9,2,2,2,3,2.5,,2,2,2,2,2,2,3.3,2,2,2,2,2.7,2,4.5
5/4/2014 3:00,7.5,2,3,2,2,2,2,10.6,2,2.8,,2,2,2,2,2,2,2.2,2.7,2,2.3,,2,2,2,2,2,2,3.4,2,2,2,2,2,2,
5/4/2014 4:00,7.7,2,8,4.4,2,3,3,8,2,2,,2,2,2,2,2,2,2,5.5,2,2,,2,4,2,2,2,2,3.9,2,3.8,2,2,2,3.1,8.6
5/4/2014 5:00,10.6,2,9,4.2,2,5,4,10.1,4,2,,5,4,4.1,3,4.8,3.2,2,5.1,4,2,,2,11,2,2,2,2,4.6,2,10.6,2,2,2,3.4,8.2
5/4/2014 6:00,12.1,2,9,2,2,4,5,11.9,2,4.1,,5,3,4,2,5.6,4.5,2.8,4.7,3,2.7,,4,18,2,2,2,2,4.6,3,12.5,2,2,2.3,2.1,9.1
5/4/2014 7:00,8.8,2,3,2,2,3,3,7.1,2,2.3,,3,2,5.2,2,4.1,2,2.3,8.5,2,2.2,,7,15,2,2,2,2.5,5.4,5,18.1,2,2,4,2,9.2
5/4/2014 8:00,9,2,2,2,2,4,4,5.5,2,2,,3,2,2.9,2,2,2,2,3.4,2,2,,4,13,2,2,2,3.1,14.7,6,22,2,2,6.6,2.7,8.7
5/4/2014 9:00,7.9,2,2,2,2,4,6,7.9,2,2,,4,4,6.5,3,2,2,2,5.2,206,2,,2,4,2,2,2,2.5,15.6,2,23.1,2,2,5.4,2.1,8.5
5/4/2014 10:00,7.7,2,2,2,2,3,2,9.7,2,2.5,,2,3.8,22.3,,2,2.1,2,2.6,55,3.1,,2,2,2,2,2,2,4,2,6.4,2,2,4.1,2,8.2
5/4/2014 11:00,5.8,2,2,2,2,2,2,11.4,2,3,,2,,18.3,2,2,2,2,2,2,2.4,,2,2,2,,2,2,3.5,2,2,2,2,2.1,2,9
5/4/2014 12:00,5.4,2,2,2,2,3,2,7.4,2,2,,2,2,13.7,2,2,2,2,2,2,,,2,2,2,2.1,2,2,3.6,2,2,2,2,2,2.2,9.8
5/4/2014 13:00,5.7,2,2,2,2,2,2,7.9,2,2,,2,2,11.7,2,2,2,2,2.8,2,2,,2,2,2,3.1,2,2,3.4,2,2,2,2,2,2,9.1
5/4/2014 14:00,5.3,2,2,2,2,2,2,2,2,2,,2,2,16.1,2,2,2,2,4.6,2,2,,2,2,2,2,2,2,3.4,2,2,2,2,2,2,
5/4/2014 15:00,5.2,2,2,2,2,2,2,4.6,2,2,,2,2,17,2,2,2,2,3.6,2,2,,2,2,2,2,2,2,3.4,2,2,2,2,2,2,
5/4/2014 16:00,5.1,2,2,2,2,2,2,8.3,2,2,,2,2,16.5,2,2,2,2,4.2,2,2,,2,2,2,2,2,2,3.1,2,2,2,2,2,2,
5/4/2014 17:00,5.6,2,2,2,2,2,2,8.6,2,2,2,2,2,17.2,3,2,2,2,2,2,2,,2,2,2,2,2,2,3.2,2,2,2,2,2,2,
5/4/2014 18:00,6.1,2,2,2,2,3,2,,2,2,2,2,2,17.2,3,2,2,2,2,2,2,,2,2,2,2,2,2,3.4,2,2,2,2,2,2,
5/4/2014 19:00,6,2,2,2,2,3,2,2,2,2,3,2,2,9.3,3,2,2,2,4.7,2,2,,2,2,2,2,2,2,3.2,2,2,2,2,2,2,
5/4/2014 20:00,7,2,2,2.6,2,2,2,4.7,2,2,3.2,2,2,7.8,3,2,2,2,2,2,2,,2,2,2,2,2,2,3.5,2,2,2,2,2,2,
5/4/2014 21:00,7.2,2,2,2.5,2,4,2,4.3,2,2,4.4,2,2,7.1,3,2,2,2,3.4,2,2,,2,2,2,2,2,2,4.5,2,2,2,2,2.2,2,45.2
5/4/2014 22:00,7.8,2,4,3.9,2,6,2,2,2,2.8,4.1,4,3,9.3,4,2,2.9,2,2,2,2,,2,2,2,2.2,2,2,4.4,2,2,2,2,3.4,2,
5/4/2014 23:00,7.6,2,4,5,3,9,5,3.1,2,14.8,4.3,3,2,11,4,2,3.5,2,5,2,2,,2,2,2,2.1,2,2,4.2,2,2.8,2,2,3.2,2,59
5/5/2014 0:00,8.4,2,4,5.6,4.3,10,8,2.8,3,11.4,8.6,2,2,12.2,6,3.9,6.4,2.9,2,2,3.2,,3,2,2,4.9,2,2.9,4.7,2,2,2,2,5.4,2,63.4
5/5/2014 1:00,8.2,2,8,4.1,3.4,10,7,2,5,8.5,10.4,4,4,12.8,7,5.3,8.5,8.7,3.8,2,3.4,,2,2,3.4,3.9,2,2.9,6,2,2,2,2,7.6,2,68.8
5/5/2014 2:00,7.9,2,8,3.2,2,9,8,4.4,4,7,14.6,5,5,15.8,8,6.1,8.5,4.7,7.2,2,5.9,,2,2,2.7,2,2,8.4,9.5,2,2,2,2,6.5,2,69.9
5/5/2014 3:00,7.6,2.9,6,5,2,7,8,2,5,,13.2,7,5,,8,5.7,8.8,5.8,8.9,2,6.6,,2,2,2.7,2,2,28.1,7.3,2,2,2,2,,2,72.9
5/5/2014 4:00,7.4,2.2,4,4.9,2,6,9,2,5,9.5,10.8,6,4,2.5,8,6.8,6.9,5.1,3,2,3.7,,4,2,6.8,2,4,9.5,7.8,2,2,2.3,2,9,2,74.9
5/5/2014 5:00,8.2,2,4,8.5,2,2,7,3.2,4,9.7,7.5,5,4,3.2,6,3.3,6.4,5.3,2,2,3.9,,2,2,5.2,2,4,4.5,5.8,2,4.3,2,2,9.6,2,76.8
5/5/2014 6:00,8.5,2.1,2,4.6,2,4,5,2,3,8,5.9,4,3,4.7,6,2,5.1,4,2,2,3.1,,2,2,7.4,2,3,3.1,6.1,2,6.3,2,2.2,10.2,2,78.8
5/5/2014 7:00,7.9,2,2,3.5,2,6,2,2,2,6.8,5.6,2,2,2,6,2,7.2,2.7,2,2,2.2,,4,3,8.8,2.2,4,3.1,4.5,2,8.3,2,2,10.4,2,78.3
5/5/2014 8:00,9.7,2,2,3.2,2,5,2,2,2,7,8.6,2,2,2,4,2,5.3,2.3,2,2,2,,2,4,9.3,2,6,5.6,5.1,2,2.7,2,2,10.9,2.5,79.8
5/5/2014 9:00,12.1,2,2,2,2,3,2,2,2,3.1,6,2,2,2,4,2,4.9,2,4,2,2,,2,2,9.7,2,4,4.1,5.4,2,9.4,2,2,12.2,2,77.1
5/5/2014 10:00,7.3,2.3,2,2,2,2,2,2,2,2.5,3.5,2,2,2,4,2,4.1,2,2.9,2,2,,2,2,10.7,2,3,2,5.3,2,4.7,2,2,4.6,2,80.3
5/5/2014 11:00,6.6,2.9,2,2,2,2,2,2,2,2.4,3.6,2,2,2,4,2,2.5,2,2,2,2,,2,2,10.9,2,2,2,5,2,3.2,2,2,2,2,82.2
5/5/2014 12:00,6.9,2.6,2,2.2,2,4,2,2,2,2.8,3.7,2,2,2,4,2,2,2,2,2,2,,2,3,5.5,2,2,2,5.9,2,5.7,2,2,2,2,81.2
5/5/2014 13:00,9.2,3.4,3,3.5,2,6,3,2,3,3.2,3.4,3,2,2.4,6,2,2.6,2,2.6,2,2,,2,8,2,2,2,2,9.8,4,8.3,2,2,2,2.5,80.2
5/5/2014 14:00,12.6,6,2.9,2.5,2,6.5,3.1,2,2.6,4.9,4.8,2.6,2.2,3.1,5.5,2.1,3.7,,2.4,2.2,2,,2,8.4,2,2,2,2,7.8,4.5,6.5,2,2,2,3,81.3
5/5/2014 15:00,10,3.7,3,3.1,2,5,4,2.8,4,5.4,7.1,,4,3.6,6,2.1,3.6,,2,4,3.4,,2,3,2,2,2,2.3,4.8,2,4.7,2,2,2,3,81.8
5/5/2014 16:00,10.5,3.4,3,3.6,2,4,4,2,4,5.4,8.1,,3,6,6,2,4,,2,3.8,3.4,,2,2,2,2,2,3.1,4.4,2,2.1,2,2,2.9,2.8,81.8
5/5/2014 17:00,11.5,3.8,5,4.3,2,7,4,2,4,6.5,7.7,,4,4.2,6,2.3,3.6,,3.5,4,2.9,,2,3,2,2,2,3.1,4.6,2,5.7,2,2,3.5,2.7,81.7
5/5/2014 18:00,13.6,5.1,4,4.6,2,7,3,2.5,4,6.7,8.3,,4,8.4,6,3.4,3.9,,5.1,4,3.4,,3,5,2,2,5,4.5,4.6,3,5.7,2,2.2,4.3,2.1,80.1
5/5/2014 19:00,14,4.6,4,3.5,2,5,4,6,3,5.1,8,,3,2,5,2.7,3.3,,6.2,3,3.5,,3,6,2,2,6,6.8,5,3,6,2.2,3,5.4,2,81.3
5/5/2014 20:00,13.9,4.3,6,3.9,2,6,4,4.8,4,4.1,7,,4,2.3,7,2.5,4.6,,2.6,4,2.4,,3,5,2,2,5,7.1,6.7,3,5.6,4,3.1,5.9,2,83.8
5/5/2014 21:00,13.9,7.5,10,7.3,4.2,9,6,2,5,6.3,8.3,,4,4.5,8,4.2,3.7,,2.6,4,3.6,,6,6,2.6,2,8,5.2,8.1,2,5.9,4.2,2.8,6.4,2,83.3
5/5/2014 22:00,14.2,15.4,11,8.9,10.7,10,6,3.6,6,6.6,8.6,,5,5.8,7,4.8,7.5,,13.7,3,4.1,,6.3,7,5.5,2,7,5.2,8,2,5.7,4.1,9.6,9.7,2.1,81.4
5/5/2014 23:00,13.8,30.2,9,7.7,10,10,9,4.1,11,7.6,8.6,,13,5.2,10,4.2,7.7,,9.1,11,5.3,,14,8,4.3,2,6,4.8,7.7,3,4.8,4.7,7.4,11.9,4.3,82.9
5/6/2014 0:00,12.3,10.9,9,8.8,9.5,13,13,5.9,15,14.9,12.5,,16,17,16,7.2,13.3,,11.4,12,11.5,,14,10,4.8,2,9,5.5,7.3,4,4.2,4,9,15.2,9.8,83.2
5/6/2014 1:00,14.9,8.8,10,9.1,8.9,13,16,13.9,17,14.4,14.7,,20,20.7,19,12.9,17.4,,12,10,13.4,,14,12,6.3,2,9,6,7.2,6,4.8,2,7.3,21.3,13.6,86.3
5/6/2014 2:00,12.5,8.4,8,12,12,12,19,13.6,18,19.5,20.3,,21,22.7,,16,16.8,,3,11,17.7,,14,12,5.2,,6,3.3,7,6,5.5,2,9.1,19.8,16.3,90.4
5/6/2014 3:00,,9.6,8,14.5,17.2,9,15,,20,20.7,19.6,,26,21.3,22,17.6,20,,,14,21.4,,15,9,4.3,,4,3.9,7.6,8,8.3,2,,23.1,13.2,99.7
5/6/2014 4:00,10.1,10,8,14.3,13.7,12,15,12.2,15,19.3,18.6,,20,9.6,22.1,13.2,19.5,,17.6,15,24.1,,14,9,2.1,2,5,3.9,9.1,8,10.7,2,14.5,15,13.6,95.6
5/6/2014 5:00,9.9,13.6,8,10.2,8.6,13,14,14.1,15,14.4,15.4,,22,6.1,16,14.6,26.2,,10.1,7,26.6,,8,10,2.5,5,5,3.3,9.5,8,10.9,2,21.1,17.4,10,88.3
5/6/2014 6:00,10.2,17.8,9,11.5,7.6,14,17,10.5,15,10.1,13.5,,25,4.2,18,13.1,25.7,,9.5,5,20,,5,11,3.5,7.7,6,3.8,8.4,6,10.5,2,22.5,12.4,3.7,85.9
5/6/2014 7:00,9.5,22.4,18,9.7,7.6,16,20,9.3,25,13,13.8,,30,5.4,26,14.3,22.4,,7.1,11,18.3,,7,15,11.5,10,8,4.5,8.3,9,10.7,2,19.4,10.5,4.6,86.4
